Id,LotFrontage,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF
45,70.0,5,1959,1959,0.0,179.0,1150.0,1150,0,1150,1,6,0,1959.0,1.0,300.0,0,0
46,61.0,9,2005,2005,412.0,456.0,1752.0,1752,0,1752,2,6,1,2005.0,2.0,576.0,196,82
47,48.0,7,2003,2003,0.0,1351.0,1434.0,1518,631,2149,1,6,1,2003.0,2.0,670.0,168,43
48,84.0,8,2006,2006,0.0,24.0,1656.0,1656,0,1656,2,7,0,2006.0,3.0,826.0,0,146
49,33.0,4,1920,2008,0.0,0.0,736.0,736,716,1452,2,8,0,,0.0,0.0,0,0
50,66.0,5,1966,1966,0.0,763.0,955.0,955,0,955,1,6,0,1966.0,1.0,386.0,0,0
51,,6,1997,1997,0.0,182.0,794.0,794,676,1470,2,6,0,1997.0,2.0,388.0,0,75
52,52.0,6,1934,1950,0.0,0.0,816.0,816,0,1176,1,6,1,1985.0,2.0,528.0,112,0
53,110.0,5,1963,1963,0.0,104.0,816.0,816,0,816,1,5,0,1963.0,2.0,516.0,106,0
54,68.0,9,1981,1987,0.0,1810.0,1842.0,1842,0,1842,0,5,1,1981.0,3.0,894.0,857,72
55,60.0,5,1955,1955,0.0,384.0,384.0,1360,0,1360,1,6,1,1962.0,2.0,572.0,0,50
56,100.0,6,1964,1964,272.0,490.0,1425.0,1425,0,1425,2,7,1,1964.0,2.0,576.0,0,0
57,24.0,8,1999,2000,456.0,649.0,970.0,983,756,1739,2,7,0,1999.0,2.0,480.0,115,0
58,89.0,7,2004,2004,0.0,0.0,860.0,860,860,1720,2,7,0,2004.0,2.0,565.0,0,70
59,66.0,10,2006,2006,1031.0,0.0,1410.0,1426,1519,2945,3,10,1,2006.0,3.0,641.0,192,0
60,60.0,5,1972,1972,0.0,632.0,780.0,780,0,780,1,4,0,1973.0,1.0,352.0,196,0
61,63.0,6,2004,2004,0.0,941.0,1158.0,1158,0,1158,1,5,0,2006.0,2.0,576.0,0,50
62,60.0,5,1920,1996,0.0,0.0,530.0,581,530,1111,1,6,0,1935.0,1.0,288.0,0,0
63,44.0,8,2006,2006,178.0,24.0,1370.0,1370,0,1370,2,6,1,2006.0,2.0,484.0,120,49
64,50.0,7,1921,1950,0.0,0.0,576.0,902,808,1710,2,9,0,1990.0,2.0,480.0,12,11
65,,7,1997,1998,573.0,739.0,1057.0,1057,977,2034,2,8,0,1998.0,2.0,645.0,576,36
66,76.0,8,2004,2005,344.0,0.0,1143.0,1143,1330,2473,2,9,1,2004.0,3.0,852.0,192,151
67,,7,1970,1989,287.0,912.0,1947.0,2207,0,2207,2,7,1,1970.0,2.0,576.0,301,0
68,72.0,7,2003,2003,167.0,1013.0,1453.0,1479,0,1479,2,7,0,2003.0,2.0,558.0,144,29
69,47.0,4,1945,1950,0.0,0.0,747.0,747,0,747,1,4,0,1945.0,1.0,220.0,0,0
70,81.0,7,1953,1953,0.0,603.0,1304.0,1304,983,2287,2,7,1,1953.0,2.0,667.0,0,21
71,95.0,7,1973,1973,1115.0,1880.0,2223.0,2223,0,2223,2,8,2,1973.0,2.0,516.0,300,0
72,69.0,4,1982,2006,0.0,565.0,845.0,845,0,845,1,4,0,1987.0,2.0,360.0,0,0
73,74.0,7,1998,1998,40.0,0.0,832.0,885,833,1718,2,7,1,1998.0,2.0,427.0,0,94
74,85.0,5,1954,2003,104.0,320.0,1086.0,1086,0,1086,1,6,0,1989.0,2.0,490.0,0,0
75,60.0,3,1915,1950,0.0,0.0,840.0,840,765,1605,2,8,0,1915.0,1.0,379.0,0,0
76,21.0,4,1973,1973,0.0,462.0,462.0,526,462,988,1,5,0,1973.0,1.0,297.0,120,101
77,,4,1956,1956,0.0,228.0,952.0,952,0,952,1,4,0,1956.0,1.0,283.0,0,0
78,50.0,5,1948,2001,0.0,336.0,672.0,1072,213,1285,1,6,0,1948.0,1.0,240.0,0,0
79,72.0,4,1968,1968,0.0,0.0,1768.0,1768,0,1768,2,8,0,,0.0,0.0,0,0
80,60.0,5,1910,1981,0.0,0.0,440.0,682,548,1230,1,5,0,1966.0,2.0,440.0,74,0
81,100.0,6,1968,1968,576.0,448.0,896.0,1182,960,2142,2,8,1,1968.0,1.0,509.0,0,72
82,32.0,6,1998,1998,443.0,1201.0,1237.0,1337,0,1337,2,5,0,1998.0,2.0,405.0,0,199
83,78.0,8,2007,2007,468.0,33.0,1563.0,1563,0,1563,2,6,1,2007.0,3.0,758.0,144,99
84,80.0,5,1960,1960,66.0,0.0,1065.0,1065,0,1065,1,6,0,1974.0,2.0,461.0,74,0
85,,7,1995,1996,22.0,0.0,384.0,804,670,1474,2,7,1,1995.0,2.0,400.0,120,72
86,121.0,8,1991,1992,284.0,0.0,1288.0,1301,1116,2417,2,9,1,1991.0,2.0,462.0,127,82
87,122.0,6,2005,2005,0.0,0.0,684.0,684,876,1560,2,6,1,2005.0,2.0,400.0,100,38
88,40.0,6,2009,2009,76.0,0.0,612.0,612,612,1224,2,4,0,2009.0,2.0,528.0,0,234
89,105.0,3,1915,1982,0.0,0.0,1013.0,1013,0,1526,1,6,0,,0.0,0.0,0,0
90,60.0,4,1994,1995,0.0,588.0,990.0,990,0,990,1,5,0,,0.0,0.0,0,0
91,60.0,4,1950,1950,0.0,0.0,0.0,1040,0,1040,1,4,0,1950.0,2.0,420.0,0,29
92,85.0,5,1961,1961,203.0,600.0,1235.0,1235,0,1235,1,6,0,1961.0,2.0,480.0,0,0
93,80.0,5,1921,2006,0.0,713.0,876.0,964,0,964,1,5,0,1921.0,2.0,432.0,0,0
94,60.0,6,1910,1998,0.0,1046.0,1214.0,1260,1031,2291,2,9,1,1900.0,2.0,506.0,0,0
95,69.0,6,1997,1997,0.0,648.0,824.0,905,881,1786,2,7,0,1997.0,2.0,684.0,0,162
96,,6,1993,1993,68.0,310.0,680.0,680,790,1470,2,6,1,1993.0,2.0,420.0,232,63
97,78.0,7,1999,1999,183.0,1162.0,1588.0,1588,0,1588,2,6,0,1999.0,2.0,472.0,158,29
98,73.0,4,1965,1965,48.0,520.0,960.0,960,0,960,1,6,0,1965.0,1.0,432.0,120,0
99,85.0,5,1920,1950,0.0,108.0,458.0,835,0,835,1,5,0,1920.0,1.0,366.0,0,0
100,77.0,4,1959,1959,0.0,569.0,950.0,1225,0,1225,1,6,0,,0.0,0.0,352,0
101,,6,1977,2001,28.0,1200.0,1610.0,1610,0,1610,2,6,2,1977.0,2.0,480.0,168,68
102,77.0,6,1985,1985,336.0,0.0,741.0,977,755,1732,2,7,1,1985.0,2.0,476.0,192,46
103,64.0,5,1979,1979,0.0,0.0,0.0,1535,0,1535,2,8,0,1979.0,2.0,410.0,0,0
104,94.0,7,2009,2009,0.0,0.0,1226.0,1226,0,1226,2,6,0,2009.0,3.0,740.0,0,36
105,,7,1931,1950,600.0,224.0,1040.0,1226,592,1818,1,7,2,1951.0,1.0,240.0,0,0
106,75.0,8,2003,2004,768.0,0.0,1053.0,1053,939,1992,2,9,1,2003.0,2.0,648.0,140,45
107,60.0,4,1885,1995,0.0,0.0,641.0,1047,0,1047,1,6,0,1954.0,1.0,273.0,0,0
108,50.0,5,1948,1950,0.0,104.0,789.0,789,0,789,1,5,0,1948.0,1.0,250.0,0,0
109,85.0,5,1919,2005,0.0,0.0,793.0,997,520,1517,2,7,0,,0.0,0.0,0,0
110,105.0,6,1977,1977,480.0,705.0,1844.0,1844,0,1844,2,7,1,1977.0,2.0,546.0,0,122
111,75.0,6,1954,1972,0.0,444.0,994.0,1216,639,1855,2,7,0,1954.0,1.0,325.0,182,0
112,,7,2000,2000,0.0,250.0,384.0,774,656,1430,2,7,1,2000.0,2.0,400.0,180,0
113,77.0,7,2007,2007,220.0,984.0,1264.0,1282,1414,2696,2,10,1,2007.0,3.0,792.0,120,184
114,,6,1953,1953,184.0,35.0,1809.0,2259,0,2259,2,7,2,1953.0,2.0,450.0,166,120
115,61.0,6,1945,2002,0.0,774.0,1028.0,1436,884,2320,2,9,1,1945.0,1.0,180.0,224,0
116,34.0,6,1999,1999,1129.0,419.0,729.0,729,729,1458,2,5,1,1999.0,2.0,440.0,0,32
117,,5,1962,1962,116.0,170.0,1092.0,1092,0,1092,1,6,1,1962.0,1.0,288.0,0,20
118,74.0,5,2006,2007,0.0,0.0,1125.0,1125,0,1125,1,5,0,2007.0,2.0,430.0,80,64
119,90.0,7,1990,1990,0.0,1470.0,1673.0,1699,1523,3222,3,11,2,1990.0,3.0,594.0,367,0
120,65.0,6,2005,2006,0.0,0.0,728.0,728,728,1456,2,8,1,2005.0,2.0,390.0,0,24
121,,6,1969,1969,0.0,938.0,938.0,988,0,988,1,4,2,1969.0,2.0,540.0,0,130
122,50.0,4,1939,1950,0.0,0.0,732.0,772,351,1123,1,4,0,1979.0,1.0,264.0,0,0
123,75.0,6,1958,1958,135.0,570.0,1080.0,1080,0,1080,1,5,0,1958.0,1.0,288.0,0,0
124,55.0,6,1993,1993,0.0,300.0,1199.0,1199,0,1199,2,5,0,1993.0,2.0,530.0,0,63
125,48.0,6,1979,1998,0.0,0.0,1362.0,1586,0,1586,2,7,1,1979.0,2.0,435.0,192,0
126,60.0,6,1935,1982,0.0,490.0,520.0,520,0,754,1,5,0,,0.0,0.0,53,0
127,,6,1976,1976,0.0,120.0,1078.0,958,0,958,2,5,1,1977.0,2.0,440.0,0,205
128,55.0,5,1930,1950,0.0,116.0,672.0,840,0,840,1,5,1,,0.0,0.0,0,0
129,69.0,6,1966,1966,266.0,512.0,660.0,660,688,1348,1,6,1,1966.0,2.0,453.0,188,108
130,69.0,5,1958,1991,85.0,567.0,1008.0,1053,0,1053,1,6,0,1998.0,2.0,750.0,0,80
131,88.0,7,1966,1966,309.0,445.0,924.0,1216,941,2157,2,8,2,1966.0,2.0,487.0,105,66
132,,6,2000,2000,40.0,695.0,992.0,1022,1032,2054,2,7,1,2000.0,2.0,390.0,24,48
133,75.0,5,1959,2002,0.0,405.0,1063.0,1327,0,1327,1,7,0,1974.0,2.0,624.0,0,0
134,,8,2001,2002,136.0,1005.0,1267.0,1296,0,1296,2,6,0,2001.0,2.0,471.0,192,25
135,78.0,5,1968,1993,0.0,570.0,1461.0,1721,0,1721,2,7,1,1968.0,2.0,440.0,0,96
136,80.0,7,1970,1970,288.0,0.0,1304.0,1682,0,1682,2,7,1,1970.0,2.0,530.0,98,0
137,,5,1967,1967,196.0,695.0,1214.0,1214,0,1214,2,5,1,1967.0,1.0,318.0,0,111
138,82.0,7,1988,1989,70.0,0.0,1907.0,1959,0,1959,3,9,0,1989.0,3.0,766.0,0,0
139,73.0,8,1999,2000,320.0,668.0,1004.0,1004,848,1852,2,7,2,1999.0,3.0,660.0,224,106
140,65.0,6,1997,1997,0.0,821.0,928.0,928,836,1764,2,7,0,1997.0,2.0,470.0,276,99
141,70.0,4,1971,1971,0.0,432.0,864.0,864,0,864,1,5,1,,0.0,0.0,0,0
142,78.0,7,2005,2005,0.0,1300.0,1734.0,1734,0,1734,2,7,0,2005.0,2.0,660.0,160,24
143,71.0,5,1952,1952,0.0,507.0,910.0,910,475,1385,2,6,0,2000.0,2.0,720.0,0,0
144,78.0,7,1999,1999,183.0,679.0,1490.0,1501,0,1501,2,6,0,1999.0,2.0,577.0,144,29
145,70.0,5,1963,1963,336.0,1332.0,1728.0,1728,0,1728,2,10,0,1963.0,2.0,504.0,0,0
146,24.0,6,2004,2006,50.0,0.0,970.0,970,739,1709,2,7,0,2004.0,2.0,380.0,0,40
147,51.0,5,1931,1993,0.0,209.0,715.0,875,0,875,1,5,0,1931.0,1.0,180.0,48,0
148,,7,2001,2001,180.0,0.0,884.0,884,1151,2035,2,8,1,2001.0,2.0,434.0,144,48
149,63.0,7,2004,2005,120.0,680.0,1080.0,1080,0,1080,1,6,0,,0.0,0.0,0,0
150,,5,1936,1950,0.0,0.0,896.0,896,448,1344,1,7,0,1936.0,1.0,240.0,200,114
151,120.0,5,1975,1975,0.0,716.0,969.0,969,0,969,1,5,0,1975.0,2.0,440.0,0,0
152,107.0,8,2007,2008,436.0,1400.0,1710.0,1710,0,1710,2,6,1,2007.0,3.0,866.0,0,102
153,,6,1971,1971,252.0,416.0,825.0,1097,896,1993,2,8,1,1971.0,2.0,495.0,0,66
154,,6,1960,1975,0.0,429.0,1602.0,1252,0,1252,1,4,1,1960.0,2.0,564.0,409,0
155,84.0,6,1923,1950,0.0,0.0,1200.0,1200,0,1200,1,7,0,1923.0,1.0,312.0,0,0
156,60.0,6,1924,1950,0.0,0.0,572.0,572,524,1096,1,5,0,,0.0,0.0,0,8
157,60.0,5,1950,1950,0.0,0.0,0.0,1040,0,1040,1,5,0,1950.0,2.0,625.0,0,0
158,92.0,8,2009,2010,84.0,0.0,774.0,774,1194,1968,2,8,1,2009.0,3.0,680.0,0,75
159,100.0,7,2004,2005,0.0,222.0,991.0,991,956,1947,2,8,1,2004.0,2.0,678.0,0,136
160,134.0,7,2005,2006,456.0,57.0,1392.0,1392,1070,2462,2,9,1,2006.0,2.0,576.0,239,132
161,,6,1984,1984,0.0,660.0,1232.0,1232,0,1232,2,6,0,1984.0,2.0,516.0,0,0
162,110.0,9,2003,2004,664.0,1016.0,1572.0,1572,1096,2668,2,10,2,2003.0,3.0,726.0,400,0
163,95.0,7,2005,2005,226.0,1201.0,1541.0,1541,0,1541,2,7,1,2005.0,2.0,532.0,0,70
164,55.0,4,1956,1956,0.0,0.0,882.0,882,0,882,1,4,0,,0.0,0.0,0,0
165,40.0,6,1926,2004,0.0,370.0,1149.0,1149,467,1616,2,5,0,1926.0,1.0,216.0,0,0
166,62.0,5,1940,1999,0.0,351.0,644.0,808,547,1355,2,6,0,,0.0,0.0,140,0
167,,5,1955,1993,0.0,379.0,1617.0,1867,0,1867,1,7,3,1955.0,1.0,303.0,476,0
168,86.0,8,2007,2007,300.0,1288.0,1582.0,1610,551,2161,1,8,1,2007.0,3.0,789.0,178,120
169,62.0,7,2004,2004,0.0,0.0,840.0,840,880,1720,2,7,1,2004.0,2.0,440.0,100,48
170,,8,1981,1981,653.0,0.0,1686.0,1707,0,1707,2,6,1,1981.0,2.0,511.0,574,64
171,,5,1941,1950,0.0,360.0,720.0,854,0,1382,1,7,0,1991.0,2.0,660.0,237,0
172,141.0,6,1960,1960,112.0,639.0,1080.0,1656,0,1656,1,7,2,1960.0,2.0,528.0,210,62
173,44.0,7,1987,1987,0.0,495.0,1064.0,1064,703,1767,2,5,1,1987.0,2.0,504.0,441,35
174,80.0,6,1961,1961,491.0,288.0,1362.0,1362,0,1362,1,6,1,1961.0,2.0,504.0,0,20
175,47.0,6,1986,1986,132.0,1398.0,1606.0,1651,0,1651,2,7,1,1986.0,2.0,616.0,192,0
176,84.0,6,1950,2001,0.0,477.0,1202.0,2158,0,2158,2,7,1,1950.0,2.0,576.0,0,29
177,97.0,6,1988,1989,268.0,831.0,1151.0,1164,896,2060,2,8,1,1988.0,2.0,521.0,0,228
178,,5,1958,1958,0.0,57.0,1052.0,1252,668,1920,2,8,1,1958.0,2.0,451.0,0,0
179,63.0,9,2008,2009,748.0,1904.0,2216.0,2234,0,2234,2,9,1,2009.0,3.0,1166.0,0,60
180,60.0,5,1923,2006,0.0,0.0,968.0,968,0,968,1,5,0,1935.0,2.0,480.0,0,0
181,,6,2000,2000,456.0,436.0,756.0,769,756,1525,2,5,1,2000.0,2.0,440.0,0,0
182,54.0,7,1920,1950,0.0,352.0,793.0,901,901,1802,1,9,1,1920.0,1.0,216.0,0,0
183,60.0,5,1957,2006,98.0,0.0,0.0,1340,0,1340,1,7,1,1957.0,1.0,252.0,116,0
184,63.0,7,2003,2003,0.0,0.0,1362.0,1362,720,2082,2,6,0,2003.0,2.0,484.0,280,238
185,92.0,5,1908,1991,0.0,0.0,504.0,936,316,1252,1,5,0,1986.0,2.0,576.0,104,0
186,90.0,10,1892,1993,0.0,0.0,1107.0,1518,1518,3608,2,12,2,1993.0,3.0,840.0,0,260
187,,7,1990,1991,0.0,611.0,1188.0,1217,0,1217,2,6,0,1990.0,2.0,497.0,168,27
188,60.0,5,1916,1987,0.0,0.0,660.0,808,704,1656,2,8,0,1916.0,1.0,180.0,0,0
189,64.0,5,1979,1979,275.0,1086.0,1086.0,1224,0,1224,0,6,2,1979.0,2.0,528.0,120,0
190,41.0,8,2001,2002,0.0,1153.0,1593.0,1593,0,1593,1,5,1,2001.0,2.0,682.0,0,120
191,70.0,8,1932,1994,0.0,297.0,853.0,1549,1178,2727,2,10,2,1932.0,2.0,440.0,0,74
192,,7,1972,2004,138.0,626.0,725.0,725,754,1479,1,7,0,1972.0,2.0,484.0,0,32
193,68.0,7,1999,1999,0.0,560.0,1431.0,1431,0,1431,2,6,0,1999.0,2.0,666.0,0,35
194,24.0,7,2004,2004,50.0,0.0,970.0,970,739,1709,2,7,0,2004.0,2.0,380.0,0,40
195,60.0,5,1972,1972,0.0,390.0,864.0,864,0,864,1,5,0,1989.0,1.0,352.0,0,0
196,24.0,6,1976,1976,0.0,566.0,855.0,855,601,1456,2,7,1,1976.0,2.0,440.0,87,0
197,79.0,7,2007,2007,205.0,1126.0,1726.0,1726,0,1726,2,8,1,2007.0,3.0,786.0,171,138
198,174.0,8,1918,1990,0.0,1036.0,1360.0,1360,1360,3112,2,8,1,1918.0,2.0,795.0,0,16
199,92.0,6,1912,1950,0.0,0.0,755.0,929,929,2229,1,8,0,,0.0,0.0,0,198
200,76.0,8,2004,2005,262.0,1088.0,1713.0,1713,0,1713,2,7,1,2004.0,3.0,856.0,0,26
201,80.0,4,2003,2004,0.0,0.0,1121.0,1121,0,1121,2,5,0,2003.0,2.0,440.0,132,64
202,75.0,6,1977,1977,0.0,641.0,1196.0,1279,0,1279,2,6,2,1980.0,2.0,473.0,238,83
203,50.0,6,1924,1950,0.0,617.0,617.0,865,445,1310,2,6,0,1924.0,1.0,398.0,0,0
204,,6,2004,2004,205.0,662.0,848.0,848,0,848,1,3,1,2004.0,2.0,420.0,149,0
205,50.0,5,1947,1950,0.0,312.0,720.0,720,564,1284,1,5,0,1948.0,1.0,240.0,0,35
206,99.0,7,1990,1990,0.0,0.0,1424.0,1442,0,1442,2,5,0,1990.0,2.0,500.0,0,34
207,40.0,5,1962,1962,0.0,0.0,1140.0,1696,0,1696,1,8,1,1962.0,1.0,349.0,0,30
208,,4,1960,1960,0.0,419.0,1100.0,1100,0,1100,1,6,1,1960.0,1.0,312.0,355,0
209,,7,1988,1989,128.0,1065.0,1157.0,1180,882,2062,2,7,1,1988.0,2.0,454.0,60,55
210,75.0,6,1964,1964,260.0,787.0,1092.0,1092,0,1092,1,6,0,1964.0,2.0,504.0,0,0
211,67.0,5,1925,1950,0.0,468.0,864.0,864,0,864,1,5,0,,0.0,0.0,0,0
212,83.0,6,2009,2009,0.0,36.0,1212.0,1212,0,1212,2,6,0,2009.0,2.0,460.0,100,22
213,72.0,7,2009,2009,0.0,822.0,900.0,932,920,1852,2,7,1,2009.0,2.0,644.0,168,108
214,43.0,5,1995,1995,0.0,716.0,990.0,990,0,990,1,5,0,1996.0,2.0,576.0,224,0
215,,6,1977,1977,153.0,378.0,689.0,689,703,1392,1,6,0,1977.0,1.0,299.0,0,36
216,72.0,5,1957,1996,64.0,360.0,1070.0,1236,0,1236,1,6,1,1957.0,1.0,447.0,0,0
217,65.0,7,2004,2004,266.0,946.0,1436.0,1436,0,1436,2,8,0,2004.0,2.0,484.0,139,98
218,57.0,4,1925,1950,0.0,0.0,686.0,810,518,1328,1,8,0,1940.0,1.0,210.0,0,172
219,,7,1939,2006,312.0,341.0,798.0,1137,817,1954,1,8,2,1939.0,2.0,431.0,0,119
220,43.0,7,2005,2006,16.0,16.0,1248.0,1248,0,1248,2,5,0,2005.0,2.0,438.0,108,0
221,73.0,7,2006,2006,0.0,0.0,1498.0,1498,0,1498,2,5,0,2006.0,2.0,675.0,351,33
222,,6,2002,2002,0.0,0.0,1010.0,1010,1257,2267,2,8,1,2002.0,2.0,390.0,120,46
223,85.0,6,1975,1975,0.0,550.0,713.0,811,741,1552,2,6,1,1975.0,2.0,434.0,209,208
224,70.0,4,1971,1971,0.0,524.0,864.0,864,0,864,1,4,0,1989.0,2.0,576.0,216,0
225,103.0,10,2003,2003,922.0,56.0,2392.0,2392,0,2392,2,8,1,2003.0,3.0,968.0,248,105
226,21.0,5,1971,1971,142.0,0.0,630.0,630,672,1302,2,6,0,1991.0,1.0,280.0,0,0
227,82.0,7,1995,1995,290.0,565.0,1203.0,1214,1306,2520,2,9,1,1995.0,3.0,721.0,224,114
228,21.0,6,1970,1970,127.0,321.0,483.0,483,504,987,1,5,0,1987.0,1.0,280.0,0,0
229,70.0,5,1967,1967,0.0,842.0,912.0,912,0,912,1,5,1,1974.0,1.0,336.0,0,0
230,43.0,7,2005,2006,16.0,16.0,1373.0,1555,0,1555,2,7,1,2005.0,2.0,430.0,143,20
231,73.0,6,1959,1959,220.0,0.0,1194.0,1194,0,1194,1,6,0,1959.0,1.0,312.0,0,0
232,174.0,8,1995,1996,506.0,689.0,1462.0,1490,1304,2794,2,9,1,1995.0,3.0,810.0,0,146
233,21.0,6,1972,1972,297.0,0.0,483.0,483,504,987,1,5,1,1972.0,1.0,288.0,0,0
234,75.0,5,1976,1976,0.0,182.0,894.0,894,0,894,1,5,0,1976.0,1.0,308.0,365,0
235,,6,2002,2002,,625.0,860.0,860,1100,1960,2,8,2,2002.0,2.0,440.0,288,48
236,21.0,6,1971,1971,604.0,358.0,483.0,483,504,987,1,5,0,1971.0,1.0,264.0,0,0
237,65.0,7,2004,2004,98.0,24.0,1414.0,1414,0,1414,2,6,0,2004.0,2.0,494.0,132,105
238,,7,1993,2003,0.0,402.0,996.0,1014,730,1744,2,7,0,1993.0,2.0,457.0,370,70
239,93.0,8,2007,2007,254.0,0.0,1694.0,1694,0,1694,2,7,0,2007.0,3.0,818.0,168,228
240,52.0,6,1945,1950,0.0,94.0,735.0,798,689,1487,1,7,1,1949.0,1.0,220.0,0,140
241,75.0,8,2008,2008,36.0,1078.0,1566.0,1566,0,1566,2,7,0,2008.0,2.0,750.0,144,168
242,40.0,5,1945,1997,0.0,329.0,686.0,866,0,866,1,4,0,,0.0,0.0,58,42
243,63.0,5,1900,1950,0.0,0.0,540.0,889,551,1440,1,6,0,1940.0,1.0,352.0,0,0
